"Abrangência";"Qt Aptos";"Qt Aptos Totalizados";"Comparecimento";"Abstenção";"Qt Seções";"Qt Seções Totalizadas"
"ABREULÂNDIA";"1.874";"1.874";"1.789";"85";"7";"7"
"PORTEIRINHA";"30.210";"30.210";"24.683";"5.527";"101";"101"
"PALMARES DO SUL";"10.908";"10.908";"8.798";"2.110";"36";"36"
"JABOTICABA";"3.365";"3.365";"3.056";"309";"13";"13"
"HERVEIRAS";"2.617";"2.617";"2.516";"101";"10";"10"
"MARITUBA";"64.182";"64.182";"55.262";"8.920";"174";"174"
"CAPIVARI";"34.526";"34.526";"28.902";"5.624";"90";"90"
"FLEXEIRAS";"7.087";"7.087";"6.503";"584";"26";"26"
"BENTO DE ABREU";"2.253";"2.253";"2.011";"242";"7";"7"
"CARNEIRINHO";"7.471";"7.471";"6.863";"608";"24";"24"
"SERRA DOS AIMORÉS";"5.928";"5.928";"4.889";"1.039";"22";"22"
"PASSABÉM";"1.853";"1.853";"1.661";"192";"6";"6"
"SÃO LUDGERO";"8.249";"8.249";"7.482";"767";"25";"25"
"MAJOR VIEIRA";"5.548";"5.548";"5.202";"346";"18";"18"
"GUAMARÉ";"11.381";"11.381";"10.749";"632";"37";"37"
"MERCÊS";"7.789";"7.789";"6.902";"887";"27";"27"
"BOQUEIRÃO DO LEÃO";"6.264";"6.264";"5.765";"499";"26";"26"
"AMARAL FERRADOR";"5.006";"5.006";"4.612";"394";"15";"15"
"GRANJEIRO";"5.119";"5.119";"4.319";"800";"18";"18"
"RIO NOVO DO SUL";"9.930";"9.930";"8.585";"1.345";"35";"35"
"ÁGUAS DA PRATA";"6.398";"6.398";"5.204";"1.194";"18";"18"
"LUTÉCIA";"2.572";"2.572";"2.306";"266";"8";"8"
"SANTA RITA DO PASSA QUATRO";"21.718";"21.718";"17.468";"4.250";"54";"54"
"RIFAINA";"4.309";"4.309";"3.774";"535";"12";"12"
"MORTUGABA";"9.173";"9.173";"7.611";"1.562";"30";"30"
"FLORES DO PIAUÍ";"3.901";"3.901";"3.466";"435";"17";"17"
"CHORÓ";"11.457";"11.457";"9.591";"1.866";"36";"36"
"URUOCA";"11.224";"11.224";"9.690";"1.534";"35";"35"
"HERCULÂNDIA";"6.838";"6.838";"5.837";"1.001";"20";"20"
"SALTO DO LONTRA";"10.215";"10.215";"8.899";"1.316";"38";"38"
"TERESINA DE GOIÁS";"2.704";"2.704";"2.338";"366";"9";"9"
"MUCAMBO";"12.720";"12.720";"9.629";"3.091";"39";"39"
"DIVINO";"14.788";"14.788";"12.230";"2.558";"46";"46"
"GRÃO MOGOL";"11.441";"11.441";"9.279";"2.162";"40";"40"
"QUEIROZ";"3.302";"3.302";"3.064";"238";"10";"10"
"ITABUNA";"145.005";"145.005";"117.166";"27.839";"424";"424"
"ROSEIRA";"7.719";"7.719";"6.568";"1.151";"22";"22"
"SÃO MIGUEL DAS MATAS";"8.379";"8.379";"7.616";"763";"24";"24"
"NOVA BOA VISTA";"1.940";"1.940";"1.853";"87";"10";"10"
"FLORESTA DO ARAGUAIA";"12.869";"12.869";"9.865";"3.004";"40";"40"
"CRISTAIS PAULISTA";"6.863";"6.863";"5.915";"948";"18";"18"
"CARLOS CHAGAS";"16.863";"16.863";"12.388";"4.475";"50";"50"
"NITERÓI";"382.021";"382.021";"316.032";"65.989";"1.144";"1.144"
"SANTA MARIANA";"10.323";"10.323";"8.467";"1.856";"39";"39"
"QUINTA DO SOL";"4.557";"4.557";"3.975";"582";"17";"17"
"ALTOS";"30.045";"30.045";"24.885";"5.160";"99";"99"
"NOVO ORIENTE DO PIAUÍ";"5.847";"5.847";"4.575";"1.272";"20";"20"
"LARANJEIRAS";"18.720";"18.720";"17.709";"1.011";"63";"63"
"TRAIRÃO";"9.780";"9.780";"7.919";"1.861";"33";"33"
"TARTARUGALZINHO";"7.766";"7.766";"6.589";"1.177";"36";"36"
"PEDRAS ALTAS";"2.241";"2.241";"1.944";"297";"8";"8"
"LUÍS GOMES";"8.457";"8.457";"6.713";"1.744";"27";"27"
"CAPISTRANO";"14.790";"14.790";"13.095";"1.695";"50";"50"
"JURUÁ";"6.404";"6.404";"4.899";"1.505";"25";"25"
"RIO DAS ANTAS";"5.768";"5.768";"5.052";"716";"19";"19"
"BOTELHOS";"12.602";"12.602";"10.316";"2.286";"37";"37"
"QUEVEDOS";"2.267";"2.267";"2.092";"175";"12";"12"
"JAPURÁ";"10.447";"10.447";"9.190";"1.257";"35";"35"
"CAMBARÁ";"18.730";"18.730";"15.545";"3.185";"55";"55"
"SANTO ESTEVÃO";"35.284";"35.284";"27.330";"7.954";"100";"100"
"SANTA INÊS";"70.355";"70.355";"57.251";"13.104";"231";"231"
"BELÉM DE SÃO FRANCISCO";"14.820";"14.820";"13.205";"1.615";"53";"53"
"QUIPAPÁ";"17.737";"17.737";"12.883";"4.854";"54";"54"
"ALTO HORIZONTE";"4.701";"4.701";"4.219";"482";"12";"12"
"ARAÇÁS";"10.392";"10.392";"8.652";"1.740";"27";"27"
"CANAVIEIRAS";"26.196";"26.196";"17.940";"8.256";"89";"89"
"SÃO LOURENÇO DO OESTE";"17.047";"17.047";"15.145";"1.902";"52";"52"
"GARRAFÃO DO NORTE";"19.873";"19.873";"16.746";"3.127";"63";"63"
"JUSCIMEIRA";"9.319";"9.319";"7.650";"1.669";"32";"32"
"DOIS IRMÃOS DO TOCANTINS";"5.216";"5.216";"4.341";"875";"15";"15"
"TEODORO SAMPAIO";"22.712";"22.712";"18.743";"3.969";"71";"71"
"ÁGUA BRANCA";"32.706";"32.706";"27.646";"5.060";"102";"102"
"MARATÁ";"2.296";"2.296";"2.217";"79";"9";"9"
"ITAGUAÍ";"84.235";"84.235";"70.874";"13.361";"246";"246"
"COCOS";"14.684";"14.684";"11.953";"2.731";"41";"41"
"UBAÍRA";"14.935";"14.935";"12.815";"2.120";"46";"46"
"PAROBÉ";"37.008";"37.008";"33.246";"3.762";"102";"102"
"NAZARÉ DA MATA";"26.034";"26.034";"21.828";"4.206";"70";"70"
"BRODOWSKI";"15.490";"15.490";"13.167";"2.323";"37";"37"
"ELIAS FAUSTO";"13.200";"13.200";"10.941";"2.259";"35";"35"
"PIRANGUÇU";"4.550";"4.550";"3.943";"607";"13";"13"
"FRANCISCÓPOLIS";"4.902";"4.902";"3.676";"1.226";"14";"14"
"ITAQUI";"27.623";"27.623";"22.210";"5.413";"75";"75"
"CAMPO BOM";"48.749";"48.749";"42.756";"5.993";"134";"134"
"SÃO TOMÉ";"13.410";"13.410";"12.279";"1.131";"41";"41"
"TRINDADE";"95.965";"95.965";"81.382";"14.583";"267";"267"
"PICUÍ";"14.455";"14.455";"11.990";"2.465";"49";"49"
"PINHEIROS";"16.549";"16.549";"14.473";"2.076";"60";"60"
"SÃO DOMINGOS DO PRATA";"13.283";"13.283";"11.680";"1.603";"44";"44"
"ALMADINA";"5.378";"5.378";"4.521";"857";"16";"16"
"IBITITÁ";"14.004";"14.004";"12.314";"1.690";"56";"56"
"FLORÂNIA";"7.749";"7.749";"7.114";"635";"27";"27"
"PIAÇABUÇU";"11.536";"11.536";"10.471";"1.065";"39";"39"
"SERRANÓPOLIS DE MINAS";"3.706";"3.706";"3.168";"538";"14";"14"
"UBATÃ";"12.702";"12.702";"9.874";"2.828";"38";"38"
"CURIMATÁ";"8.358";"8.358";"7.045";"1.313";"29";"29"
"PRIMEIRA CRUZ";"9.779";"9.779";"8.259";"1.520";"41";"41"
"ZÉ DOCA";"32.905";"32.905";"25.066";"7.839";"110";"110"
"MIRASSOL D'OESTE";"19.166";"19.166";"15.249";"3.917";"52";"52"
"CAJATI";"23.293";"23.293";"17.884";"5.409";"67";"67"
"LAGES";"118.496";"118.496";"98.683";"19.813";"320";"320"
"LAGOA D'ANTA";"5.255";"5.255";"4.780";"475";"17";"17"
"ACREÚNA";"15.822";"15.822";"13.252";"2.570";"42";"42"
"COCALZINHO DE GOIÁS";"12.127";"12.127";"11.250";"877";"39";"39"
"MONTADAS";"3.929";"3.929";"3.559";"370";"11";"11"
"OSCAR BRESSANE";"2.706";"2.706";"2.388";"318";"7";"7"
"JAPARAÍBA";"3.164";"3.164";"2.962";"202";"9";"9"
"MOJU";"44.573";"44.573";"37.275";"7.298";"141";"141"
"DUAS ESTRADAS";"3.434";"3.434";"2.970";"464";"15";"15"
"GUADALUPE";"8.373";"8.373";"6.939";"1.434";"26";"26"
"RIO DO SUL";"46.911";"46.911";"40.432";"6.479";"124";"124"
"PONTE ALTA DO NORTE";"2.764";"2.764";"2.433";"331";"7";"7"
"BOM JARDIM DE GOIÁS";"7.029";"7.029";"6.217";"812";"21";"21"
"CARMO";"13.717";"13.717";"12.221";"1.496";"49";"49"
"SÃO SEBASTIÃO DO PASSÉ";"30.163";"30.163";"26.532";"3.631";"95";"95"
"GUAJERU";"7.510";"7.510";"5.305";"2.205";"24";"24"
"CÉU AZUL";"8.815";"8.815";"7.708";"1.107";"27";"27"
"SÃO BONIFÁCIO";"2.576";"2.576";"2.457";"119";"8";"8"
"ALTAIR";"3.211";"3.211";"2.784";"427";"9";"9"
"DIOGO DE VASCONCELOS";"3.882";"3.882";"3.560";"322";"12";"12"
"CANSANÇÃO";"25.845";"25.845";"19.965";"5.880";"86";"86"
"SERRINHA";"58.544";"58.544";"50.622";"7.922";"201";"201"
"PRACINHA";"1.529";"1.529";"1.430";"99";"5";"5"
"PAINS";"6.668";"6.668";"5.992";"676";"22";"22"
"LAGARTO";"63.143";"63.143";"59.212";"3.931";"207";"207"
"NOVO CABRAIS";"3.722";"3.722";"3.513";"209";"15";"15"
"PETROLÂNDIA";"29.298";"29.298";"24.701";"4.597";"82";"82"
"URUBICI";"7.945";"7.945";"6.856";"1.089";"26";"26"
"ARAÇAGI";"14.925";"14.925";"11.148";"3.777";"45";"45"
"BOSSOROCA";"5.813";"5.813";"4.889";"924";"22";"22"
"CRISTAL DO SUL";"2.597";"2.597";"2.453";"144";"11";"11"
"SÃO DOMINGOS";"28.707";"28.707";"25.442";"3.265";"90";"90"
"ÁGUA DOCE DO MARANHÃO";"10.718";"10.718";"8.051";"2.667";"34";"34"
"GUARAÍ";"16.714";"16.714";"13.660";"3.054";"53";"53"
"ARAGUAÍNA";"98.225";"98.225";"80.779";"17.446";"296";"296"
"SALESÓPOLIS";"14.672";"14.672";"12.246";"2.426";"39";"39"
"PARANHOS";"7.802";"7.802";"6.399";"1.403";"24";"24"
"ALCINÓPOLIS";"3.336";"3.336";"2.997";"339";"11";"11"
"CANITAR";"3.684";"3.684";"3.185";"499";"11";"11"
"IRAÍ";"6.259";"6.259";"5.553";"706";"27";"27"
"PORTO BELO";"11.111";"11.111";"9.552";"1.559";"31";"31"
"BENTO FERNANDES";"4.564";"4.564";"4.222";"342";"18";"18"
"CURVELO";"52.468";"52.468";"44.874";"7.594";"165";"165"
"GALILÉIA";"5.072";"5.072";"4.684";"388";"18";"18"
"CHAVAL";"10.796";"10.796";"8.374";"2.422";"39";"39"
"SÃO JOSÉ DO BREJO DO CRUZ";"1.689";"1.689";"1.597";"92";"6";"6"
"ARAGUACEMA";"4.661";"4.661";"3.869";"792";"16";"16"
"RIO CLARO";"153.260";"153.260";"126.625";"26.635";"402";"402"
"IRAMAIA";"9.313";"9.313";"7.587";"1.726";"29";"29"
"CORRENTES";"13.049";"13.049";"9.873";"3.176";"41";"41"
"MARECHAL DEODORO";"29.802";"29.802";"27.533";"2.269";"95";"95"
"RESERVA";"19.078";"19.078";"16.497";"2.581";"69";"69"
"AMETISTA DO SUL";"6.006";"6.006";"5.001";"1.005";"20";"20"
"IMIGRANTE";"2.575";"2.575";"2.437";"138";"9";"9"
"BOTUVERÁ";"3.795";"3.795";"3.690";"105";"12";"12"
"ARENÓPOLIS";"3.387";"3.387";"3.135";"252";"11";"11"
"SERRANO DO MARANHÃO";"7.600";"7.600";"6.559";"1.041";"29";"29"
"PEDRO RÉGIS";"4.638";"4.638";"3.774";"864";"14";"14"
"ARAGUAIANA";"2.892";"2.892";"2.492";"400";"9";"9"
"AMATURÁ";"5.007";"5.007";"4.127";"880";"19";"19"
"RIO ESPERA";"4.891";"4.891";"4.386";"505";"21";"21"
"GUARDA-MOR";"5.707";"5.707";"5.025";"682";"17";"17"
"OURIÇANGAS";"6.775";"6.775";"5.762";"1.013";"23";"23"
"LAGOA SANTA";"39.308";"39.308";"33.292";"6.016";"140";"140"
"CURUÁ";"9.373";"9.373";"7.826";"1.547";"40";"40"
"BERNARDO SAYÃO";"3.412";"3.412";"2.965";"447";"15";"15"
"APIAÍ";"20.446";"20.446";"15.603";"4.843";"68";"68"
"ITANHAÉM";"69.008";"69.008";"52.697";"16.311";"185";"185"
"REGISTRO";"43.501";"43.501";"33.677";"9.824";"127";"127"
"ARUJÁ";"59.784";"59.784";"50.204";"9.580";"163";"163"
"PERDIGÃO";"7.233";"7.233";"6.400";"833";"21";"21"
"VERDELÂNDIA";"6.400";"6.400";"5.343";"1.057";"19";"19"
"AMÉLIA RODRIGUES";"17.228";"17.228";"14.979";"2.249";"54";"54"
"PIRAPEMAS";"12.603";"12.603";"9.660";"2.943";"39";"39"
"CENTENÁRIO";"4.804";"4.804";"4.438";"366";"15";"15"
"AROEIRAS DO ITAIM";"3.081";"3.081";"2.845";"236";"12";"12"
"MARCOS PARENTE";"3.937";"3.937";"3.254";"683";"12";"12"
"CARAÁ";"6.572";"6.572";"5.878";"694";"21";"21"
"RIACHO DE SANTO ANTÔNIO";"1.809";"1.809";"1.737";"72";"6";"6"
"LUZINÓPOLIS";"2.237";"2.237";"1.953";"284";"8";"8"
"ALIANÇA DO TOCANTINS";"3.897";"3.897";"3.671";"226";"18";"18"
"BICAS";"11.366";"11.366";"9.471";"1.895";"31";"31"
"CAIANA";"3.654";"3.654";"3.357";"297";"13";"13"
"SÍTIO NOVO";"18.484";"18.484";"16.148";"2.336";"63";"63"
"MAJOR ISIDORO";"12.776";"12.776";"11.754";"1.022";"40";"40"
"CACHOEIRA DOURADA";"9.796";"9.796";"8.516";"1.280";"33";"33"
"PARATY";"25.794";"25.794";"21.743";"4.051";"72";"72"
"MANGUEIRINHA";"13.935";"13.935";"11.912";"2.023";"49";"49"
"DIRCEU ARCOVERDE";"5.712";"5.712";"4.774";"938";"20";"20"
"SANTA LUZIA DO ITANHY";"9.252";"9.252";"8.614";"638";"32";"32"
"PIRAMBU";"6.329";"6.329";"5.951";"378";"21";"21"
"GOVERNADOR EDISON LOBÃO";"12.169";"12.169";"10.589";"1.580";"32";"32"
"JUIZ DE FORA";"386.662";"386.662";"319.651";"67.011";"1.115";"1.115"
"JUSSARA";"31.775";"31.775";"27.533";"4.242";"104";"104"
"IBIRAPITANGA";"13.266";"13.266";"11.150";"2.116";"39";"39"
"MORRO REDONDO";"5.213";"5.213";"4.657";"556";"20";"20"
"SÃO VALENTIM";"3.183";"3.183";"3.019";"164";"13";"13"
"MANOEL RIBAS";"10.394";"10.394";"8.832";"1.562";"38";"38"
"MONSENHOR HIPÓLITO";"6.244";"6.244";"5.585";"659";"23";"23"
"ANGICOS";"9.391";"9.391";"8.448";"943";"30";"30"
"ALVORADA DO OESTE";"13.014";"13.014";"10.042";"2.972";"46";"46"
"ANTÔNIO DIAS";"8.892";"8.892";"7.536";"1.356";"32";"32"
"BELMIRO BRAGA";"2.955";"2.955";"2.699";"256";"11";"11"
"DOIS CÓRREGOS";"18.842";"18.842";"15.052";"3.790";"47";"47"
"BRASILÂNDIA DE MINAS";"10.177";"10.177";"8.718";"1.459";"29";"29"
"SOBRÁLIA";"4.591";"4.591";"3.894";"697";"17";"17"
"ANGELÂNDIA";"6.362";"6.362";"4.797";"1.565";"19";"19"
"IBIRAMA";"14.016";"14.016";"12.326";"1.690";"40";"40"
"AFONSO BEZERRA";"9.592";"9.592";"8.127";"1.465";"31";"31"
"VISTA SERRANA";"2.893";"2.893";"2.618";"275";"11";"11"
"AREIAL";"5.616";"5.616";"4.620";"996";"16";"16"
"CATANDUVA";"83.137";"83.137";"68.329";"14.808";"198";"198"
"MOCOCA";"53.469";"53.469";"42.055";"11.414";"142";"142"
"TEÓFILO OTONI";"101.988";"101.988";"76.459";"25.529";"327";"327"
"SÃO GONÇALO DO AMARANTE";"101.338";"101.338";"86.938";"14.400";"302";"302"
"ALMAS";"5.371";"5.371";"4.326";"1.045";"19";"19"
"IGUAPE";"22.874";"22.874";"17.106";"5.768";"72";"72"
"RECIFE";"1.169.678";"1.169.678";"978.113";"191.565";"3.074";"3.074"
"BOA NOVA";"13.663";"13.663";"9.666";"3.997";"44";"44"
"IPÊ";"5.382";"5.382";"5.033";"349";"16";"16"
"GOVERNADOR NUNES FREIRE";"15.842";"15.842";"13.359";"2.483";"48";"48"
"TAPEROÁ";"22.953";"22.953";"18.736";"4.217";"74";"74"
"TAIÚVA";"4.873";"4.873";"4.149";"724";"13";"13"
"BARRO";"17.019";"17.019";"13.396";"3.623";"56";"56"
"SÃO SEBASTIÃO DE LAGOA DE ROÇA";"8.854";"8.854";"7.191";"1.663";"25";"25"
"ESTRELA DALVA";"2.673";"2.673";"2.589";"84";"9";"9"
"ALAGOINHAS";"103.025";"103.025";"83.502";"19.523";"278";"278"
"COXILHA";"2.588";"2.588";"2.466";"122";"9";"9"
"HULHA NEGRA";"4.705";"4.705";"4.348";"357";"14";"14"
"OURO VERDE";"7.812";"7.812";"7.092";"720";"20";"20"
"ITATINGA";"13.672";"13.672";"11.432";"2.240";"37";"37"
"PALMÁCIA";"8.586";"8.586";"7.865";"721";"32";"32"
"ROCHEDO";"3.748";"3.748";"3.454";"294";"13";"13"
"LAGOA VERMELHA";"20.967";"20.967";"17.897";"3.070";"72";"72"
"EXU";"28.445";"28.445";"21.904";"6.541";"75";"75"
"RIO DO CAMPO";"5.052";"5.052";"4.766";"286";"19";"19"
"SANTIAGO DO SUL";"1.373";"1.373";"1.305";"68";"7";"7"
"PIRACANJUBA";"19.391";"19.391";"16.042";"3.349";"55";"55"
"FEIRA GRANDE";"14.041";"14.041";"13.288";"753";"43";"43"
"GADO BRAVO";"6.884";"6.884";"5.986";"898";"19";"19"
"ERERÊ";"5.128";"5.128";"4.277";"851";"17";"17"
"PARISI";"2.135";"2.135";"1.985";"150";"6";"6"
"ADUSTINA";"11.681";"11.681";"9.371";"2.310";"40";"40"
"OLIVEIRA DE FÁTIMA";"1.986";"1.986";"1.720";"266";"5";"5"
"BARAÚNA";"21.675";"21.675";"19.536";"2.139";"63";"63"
"AURELINO LEAL";"11.044";"11.044";"7.936";"3.108";"34";"34"
"BARREIRAS";"87.627";"87.627";"73.071";"14.556";"255";"255"
"NOVA HARTZ";"14.070";"14.070";"12.799";"1.271";"38";"38"
"SÃO PEDRO DO PARANÁ";"2.312";"2.312";"2.094";"218";"9";"9"
"PARANATINGA";"13.750";"13.750";"11.338";"2.412";"36";"36"
"SÃO PAULO DE OLIVENÇA";"13.972";"13.972";"12.029";"1.943";"42";"42"
"SENA MADUREIRA";"25.440";"25.440";"20.401";"5.039";"77";"77"
"SANTO ANTÔNIO DO GRAMA";"3.768";"3.768";"3.432";"336";"12";"12"
"VENÂNCIO AIRES";"52.335";"52.335";"45.858";"6.477";"171";"171"
"CURRAIS";"4.836";"4.836";"4.312";"524";"17";"17"
"ALEGRE";"25.437";"25.437";"20.145";"5.292";"81";"81"
"CUJUBIM";"9.948";"9.948";"7.934";"2.014";"27";"27"
"GARIBALDI";"24.512";"24.512";"21.683";"2.829";"78";"78"
"SÃO MIGUEL DOS CAMPOS";"32.564";"32.564";"30.226";"2.338";"118";"118"
"BELMONTE";"17.070";"17.070";"14.170";"2.900";"62";"62"
"TRIZIDELA DO VALE";"13.691";"13.691";"11.795";"1.896";"51";"51"
"ROTEIRO";"3.483";"3.483";"3.265";"218";"14";"14"
"ARARIPINA";"55.239";"55.239";"44.765";"10.474";"153";"153"
"CANTAGALO";"30.123";"30.123";"25.840";"4.283";"105";"105"
"GOIANÉSIA";"44.422";"44.422";"37.564";"6.858";"129";"129"
"CIRÍACO";"4.083";"4.083";"3.877";"206";"16";"16"
"ALEGRIA";"3.635";"3.635";"3.323";"312";"15";"15"
"SALVADOR DO SUL";"5.463";"5.463";"5.119";"344";"18";"18"
"VERTENTE DO LÉRIO";"7.669";"7.669";"6.428";"1.241";"24";"24"
"PRAIA GRANDE";"186.965";"186.965";"149.368";"37.597";"522";"522"
"BENEDITO NOVO";"7.983";"7.983";"7.141";"842";"26";"26"
"DÁRIO MEIRA";"9.266";"9.266";"6.555";"2.711";"28";"28"
"CARDEAL DA SILVA";"7.169";"7.169";"5.891";"1.278";"27";"27"
"MAMBORÊ";"11.309";"11.309";"9.496";"1.813";"41";"41"
"ELESBÃO VELOSO";"12.946";"12.946";"10.389";"2.557";"54";"54"
"BOCAINA";"13.892";"13.892";"12.305";"1.587";"37";"37"
"PEDRA BRANCA";"38.968";"38.968";"29.043";"9.925";"137";"137"
"CONCEIÇÃO DO PARÁ";"4.717";"4.717";"4.206";"511";"15";"15"
"FAMA";"2.873";"2.873";"2.549";"324";"10";"10"
"AURORA";"25.412";"25.412";"21.540";"3.872";"98";"98"
"SÃO JOSÉ DO PIAUÍ";"5.714";"5.714";"4.733";"981";"22";"22"
"VÁRZEA";"7.724";"7.724";"7.073";"651";"32";"32"
"TOCANTINS";"12.900";"12.900";"11.116";"1.784";"45";"45"
"VALPARAÍSO";"15.579";"15.579";"12.768";"2.811";"42";"42"
"GARUVA";"10.566";"10.566";"9.236";"1.330";"30";"30"
"SÃO MATEUS DO MARANHÃO";"29.141";"29.141";"20.363";"8.778";"95";"95"
"SALVATERRA";"16.298";"16.298";"13.542";"2.756";"51";"51"
"TUPIRAMA";"1.424";"1.424";"1.377";"47";"6";"6"
"LAJINHA";"15.312";"15.312";"13.719";"1.593";"44";"44"
"SÃO VALÉRIO DO SUL";"2.182";"2.182";"2.049";"133";"8";"8"
"ELÓI MENDES";"18.547";"18.547";"16.051";"2.496";"53";"53"
"SANTA CRUZ DE MONTE CASTELO";"6.791";"6.791";"5.933";"858";"23";"23"
"MIRADOR";"16.722";"16.722";"14.050";"2.672";"49";"49"
"XAVANTINA";"3.606";"3.606";"3.499";"107";"15";"15"
"SANTANA DO ACARAÚ";"23.751";"23.751";"21.321";"2.430";"93";"93"
"CONCEIÇÃO";"14.025";"14.025";"11.493";"2.532";"53";"53"
"ITAPIRA";"54.218";"54.218";"44.856";"9.362";"132";"132"
"PRESIDENTE EPITÁCIO";"31.236";"31.236";"24.485";"6.751";"83";"83"
"PEDRINHAS PAULISTA";"2.843";"2.843";"2.579";"264";"7";"7"
"SANTO ANTÔNIO DA ALEGRIA";"6.057";"6.057";"5.405";"652";"17";"17"
"VESPASIANO";"70.573";"70.573";"59.365";"11.208";"203";"203"
"DOM SILVÉRIO";"4.418";"4.418";"3.972";"446";"14";"14"
"ANTÔNIO GONÇALVES";"7.703";"7.703";"6.685";"1.018";"32";"32"
"QUEIMADOS";"100.513";"100.513";"85.161";"15.352";"283";"283"
"JAGUAPITÃ";"9.713";"9.713";"8.259";"1.454";"27";"27"
"DAVID CANABARRO";"4.012";"4.012";"3.841";"171";"15";"15"
"TACAIMBÓ";"10.680";"10.680";"8.661";"2.019";"32";"32"
"PAINEL";"2.465";"2.465";"2.316";"149";"8";"8"
"SALINÓPOLIS";"27.598";"27.598";"23.253";"4.345";"81";"81"
"MADALENA";"13.394";"13.394";"11.423";"1.971";"45";"45"
"TAQUARANA";"11.721";"11.721";"10.792";"929";"36";"36"
"PARICONHA";"6.855";"6.855";"6.269";"586";"25";"25"
"MANOEL VITORINO";"10.528";"10.528";"9.302";"1.226";"34";"34"
"PORTO VERA CRUZ";"1.799";"1.799";"1.631";"168";"10";"10"
"ANDORINHA";"12.435";"12.435";"10.068";"2.367";"42";"42"
"ROMELÂNDIA";"4.358";"4.358";"3.910";"448";"17";"17"
"EMBU DAS ARTES";"177.645";"177.645";"149.646";"27.999";"503";"503"
"ITATIBA";"72.143";"72.143";"60.131";"12.012";"183";"183"
"CLEMENTINA";"5.275";"5.275";"4.543";"732";"15";"15"
"RIO DE JANEIRO";"4.719.607";"4.719.607";"3.754.393";"965.214";"11.144";"11.144"
"ILICÍNEA";"9.007";"9.007";"7.864";"1.143";"23";"23"
"ESPÍRITO SANTO DO DOURADO";"4.228";"4.228";"3.991";"237";"12";"12"
"PUTINGA";"4.135";"4.135";"3.893";"242";"25";"25"
"ERVAL VELHO";"3.659";"3.659";"3.470";"189";"14";"14"
"DIVINOLÂNDIA";"10.154";"10.154";"8.437";"1.717";"26";"26"
"PEDRO ALEXANDRE";"9.244";"9.244";"7.371";"1.873";"32";"32"
"MEDEIROS NETO";"17.547";"17.547";"14.690";"2.857";"71";"71"
"PIRANGUINHO";"6.733";"6.733";"5.785";"948";"19";"19"
"FEIRA NOVA DO MARANHÃO";"5.983";"5.983";"5.212";"771";"20";"20"
"CATUNDA";"8.419";"8.419";"6.854";"1.565";"25";"25"
"LIVRAMENTO";"5.634";"5.634";"4.548";"1.086";"18";"18"
"MONTE ALEGRE DO SUL";"5.584";"5.584";"4.890";"694";"17";"17"
"COUTO DE MAGALHÃES DE MINAS";"3.880";"3.880";"3.185";"695";"11";"11"
"NOVA ANDRADINA";"32.190";"32.190";"25.531";"6.659";"94";"94"
"JUTI";"4.740";"4.740";"4.263";"477";"13";"13"
"SENADOR AMARAL";"4.504";"4.504";"4.159";"345";"13";"13"
"IPUPIARA";"7.398";"7.398";"6.069";"1.329";"24";"24"
"SÃO FÉLIX DO CORIBE";"10.260";"10.260";"8.924";"1.336";"33";"33"
"HARMONIA";"3.795";"3.795";"3.578";"217";"11";"11"
"UNIÃO DA VITÓRIA";"41.083";"41.083";"33.021";"8.062";"137";"137"
"COELHO NETO";"34.928";"34.928";"25.428";"9.500";"93";"93"
"ACARAÚ";"41.640";"41.640";"33.645";"7.995";"135";"135"
"SUMÉ";"12.773";"12.773";"10.297";"2.476";"48";"48"
"SANTO ANTÔNIO DO LESTE";"2.676";"2.676";"2.185";"491";"7";"7"
"MATELÂNDIA";"12.459";"12.459";"10.457";"2.002";"34";"34"
"CONCEIÇÃO DO MATO DENTRO";"14.537";"14.537";"11.304";"3.233";"51";"51"
"ARAGUANÃ";"11.654";"11.654";"9.356";"2.298";"38";"38"
"MATO GROSSO";"2.270";"2.270";"2.156";"114";"7";"7"
"BARROLÂNDIA";"4.564";"4.564";"4.050";"514";"17";"17"
"INDIAPORÃ";"3.390";"3.390";"3.153";"237";"10";"10"
"ITAÍBA";"19.119";"19.119";"13.936";"5.183";"62";"62"
"CORREIA PINTO";"11.916";"11.916";"10.544";"1.372";"42";"42"
"LIMA CAMPOS";"9.343";"9.343";"7.788";"1.555";"36";"36"
"ULIANÓPOLIS";"15.828";"15.828";"12.484";"3.344";"50";"50"
"ALTO ARAGUAIA";"12.071";"12.071";"9.967";"2.104";"40";"40"
"URUCURITUBA";"11.423";"11.423";"9.749";"1.674";"33";"33"
"LIMEIRA";"201.368";"201.368";"165.997";"35.371";"541";"541"
"MINAS DO LEÃO";"6.422";"6.422";"5.826";"596";"18";"18"
"UNISTALDA";"2.911";"2.911";"2.704";"207";"11";"11"
"NONOAI";"9.747";"9.747";"7.985";"1.762";"27";"27"
"NOVA BRASILÂNDIA";"3.589";"3.589";"3.086";"503";"11";"11"
"ANTÔNIO ALMEIDA";"2.985";"2.985";"2.630";"355";"10";"10"
"MOSSÂMEDES";"4.417";"4.417";"3.965";"452";"18";"18"
"CAMPINAÇU";"3.361";"3.361";"2.992";"369";"10";"10"
"OEIRAS DO PARÁ";"18.023";"18.023";"15.676";"2.347";"61";"61"
"UBAJARA";"24.432";"24.432";"20.019";"4.413";"82";"82"
